,adj_close_BAC,high_BAC,low_BAC,open_BAC,volume_BAC,adj_close_AAPL,high_AAPL,low_AAPL,open_AAPL,volume_AAPL,adj_close_AMZN,high_AMZN,low_AMZN,open_AMZN,volume_AMZN,adj_close_QCOM,high_QCOM,low_QCOM,open_QCOM,volume_QCOM,close_price_$NDX,close_price_$SPX
1432623600,16.1055910541,16.73,16.43,16.73,99306419.0,125.687707118,132.91,129.12,132.6,70697560.0,425.47,427.0,422.0,426.2,2244185.0,65.2961810258,69.62,68.75,69.53,14768568.0,924.549988,2104.199951
1432278000,16.349615161,16.8,16.705,16.72,47032906.0,128.519122831,132.97,131.4,131.6,45595972.0,427.63,432.44,427.61,431.55,2020629.0,65.4373924899,69.9399,69.44,69.57,13177282.0,934.080017,2126.060059
1432191600,16.3300932324,16.75,16.56,16.71,52045653.0,127.404010479,131.63,129.83,130.07,39730364.0,431.63,436.9,428.0,428.0,4121401.0,65.9834101514,70.95,69.03,69.63,27529727.0,936.799988,2130.820068
1432105200,16.3398541967,16.85,16.63,16.78,67640605.0,126.114358801,130.98,129.34,130.0,36454932.0,423.86,427.1,418.36,420.6,2196159.0,65.2208682449,69.84,69.22,69.8,8420245.0,934.429993,2125.850098
1432018800,16.3691370895,16.78,16.58,16.59,89115475.0,126.12405543,130.88,129.64,130.69,44633240.0,421.71,428.24,420.63,424.87,2465240.0,65.5409475637,70.42,69.47,70.33,7609093.0,935.369995,2127.830078
1431932400,16.1153520184,16.54,16.31,16.31,51047229.0,126.24041498,130.72,128.36,128.38,50882918.0,425.24,427.27,421.46,426.0,2390229.0,66.2940753725,71.13,70.25,70.99,5352527.0,935.200012,2129.199951
1431673200,15.95917659,16.52,16.3,16.52,54868077.0,124.86349364,129.49,128.21,129.07,38208034.0,426.0,430.3962,424.3,428.0,4240306.0,66.8965776196,71.09,70.43,70.61,9858575.0,933.119995,2122.72998
1431586800,16.1251129827,16.59,16.45,16.53,55380166.0,125.038032964,128.95,127.16,127.41,45203456.0,432.28,433.0,427.01,429.45,1888477.0,66.3882163486,70.66,69.8101,69.99,10945698.0,932.890015,2121.100098
1431500400,16.0763081613,16.52,16.36,16.44,47330638.0,122.187223993,127.19,125.87,126.15,34694235.0,426.87,433.528,425.8,429.98,1996328.0,65.6445026374,70.5,69.0,69.23,12031238.0,922.409973,2098.47998
1431414000,16.0372643042,16.48,16.35,16.46,59589310.0,122.04662287,126.88,124.82,125.6,48160032.0,431.02,433.25,426.71,431.08,1947822.0,64.7548704132,69.02,68.1001,68.7,8070350.0,922.429993,2099.120117
1431327600,16.0958300898,16.59,16.43,16.45,56185501.0,122.487819497,127.56,125.625,127.39,42035757.0,432.85,439.0,431.37,432.51,2393737.0,65.0043439999,69.35,68.82,69.17,6379210.0,925.299988,2105.330078
1431068400,16.0567862327,16.46,16.22,16.32,86321384.0,123.748381287,127.62,126.11,126.68,55550382.0,433.69,435.2,430.174,430.75,2908838.0,65.3432515138,69.41,68.55,68.85,7393302.0,930.690002,2116.100098
1430982000,15.851805983,16.33,16.09,16.23,73740256.0,121.459976806,126.08,124.02,124.77,43940895.0,426.88,428.5,422.85,424.15,2766132.0,64.420669948,68.45,67.79,67.8,6513976.0,917.169983,2088.0
1430895600,15.9006108043,16.49,16.08,16.36,96396889.0,120.716423124,126.75,123.36,126.56,72141010.0,419.1,422.7165,414.55,421.43,2552474.0,63.8369958962,68.85,67.5,68.2,7858176.0,913.650024,2080.149902
1430809200,15.95917659,16.61,16.33,16.42,106053204.0,121.479289889,128.4498,125.78,128.15,49271416.0,421.19,427.51,421.02,422.85,2856386.0,64.3641853624,69.0,68.1295,68.85,8660553.0,918.539978,2089.459961
1430722800,16.0470252685,16.45,16.12,16.14,76504381.0,124.279686873,130.57,128.26,129.5,50988278.0,423.04,429.77,422.42,424.8,2270448.0,65.0090510487,69.36,68.22,68.45,7013837.0,928.880005,2114.48999
1430463600,15.7249134474,16.15,15.92,16.0,78171362.0,124.521100407,130.13,125.3,126.1,58512638.0,422.87,425.64,416.0,423.82,3565824.0,64.4112558504,68.5402,67.955,68.31,7166205.0,926.090027,2108.290039
1430377200,15.5492160904,16.05,15.7949,16.0,78201256.0,120.851614702,127.88,124.58,127.5,83195423.0,421.78,431.75,419.24,427.11,3647877.0,64.0158637508,68.59,67.61,68.33,8319804.0,916.289978,2085.51001
1430290800,15.5980209118,16.04,15.57,15.6,134438101.0,124.221747625,131.59,128.3,130.16,63386083.0,429.37,434.24,426.03,426.75,3621688.0,64.6466082907,69.34,68.0,69.19,7660433.0,926.179993,2106.850098
1430204400,15.2759090907,15.71,15.5,15.58,58076725.0,126.07580356,134.54,129.57,134.455,118923970.0,429.31,439.0,428.04,438.51,4140483.0,65.5691898565,69.82,69.01,69.04,8272889.0,928.859985,2114.76001
1430118000,15.1880604122,15.76,15.56,15.63,73436466.0,128.094020697,133.13,131.15,132.31,96954207.0,438.56,446.99,437.41,443.86,5430949.0,65.1737977569,69.68,68.61,68.77,11818352.0,925.599976,2108.919922
1429858800,15.2661481264,15.75,15.61,15.71,40766109.0,125.805420403,130.63,129.23,130.49,44525905.0,445.1,452.65,439.0,439.0,17176904.0,64.2418020934,68.32,67.67,68.03,8757832.0,928.530029,2117.689941
1429772400,15.3149529478,15.8,15.68,15.72,50234512.0,125.216371382,130.42,128.14,128.3,45770902.0,389.99,391.88,386.15,390.21,7979985.0,64.3359430695,68.43,66.96,67.35,18341076.0,924.580017,2112.929932
1429686000,15.3637577692,15.83,15.49,15.55,73075265.0,124.202434543,128.87,126.32,126.99,37654505.0,389.8,394.28,388.0,391.91,3474724.0,64.9007889262,69.205,68.25,68.76,13289516.0,922.849976,2107.959961
1429599600,15.1294946266,15.64,15.43,15.6,64033133.0,122.551165976,128.2,126.67,128.1,32435057.0,391.18,394.6,386.8,391.31,4643524.0,64.5524673146,68.94,68.38,68.84,7839274.0,917.049988,2097.290039
1429513200,15.1978213765,15.69,15.56,15.62,53649399.0,123.217467327,128.12,125.17,125.57,47054310.0,389.51,391.94,377.0,378.55,5016148.0,64.6183659978,68.8,67.19,67.25,12893801.0,919.140015,2100.399902
1429254000,15.1880604122,15.75,15.5,15.71,88852590.0,120.465353049,126.14,124.46,125.55,51957046.0,375.56,383.56,374.4,382.63,3839664.0,63.1827161123,67.95,66.96,67.49,14011108.0,909.869995,2081.179932
1429167600,15.4125625906,15.94,15.58,15.64,105591004.0,121.836581918,127.1,126.11,126.28,28368987.0,386.04,387.45,383.55,383.69,2080418.0,63.9311368723,68.25,67.73,68.16,10649873.0,920.72998,2104.98999
1429081200,15.2661481264,15.85,15.59,15.7,124479058.0,122.425630939,127.13,126.01,126.41,28970419.0,383.45,385.78,381.64,384.65,1933229.0,64.4489122409,69.5,68.19,69.29,11923436.0,921.390015,2106.629883
1428994800,15.4418454834,15.95,15.71,15.88,84385405.0,121.962116955,127.29,125.91,127.0,25524593.0,385.11,387.81,381.2101,383.51,2583575.0,64.929031219,69.2,68.6,69.16,12305130.0,916.219971,2095.840088
1428908400,15.4223235548,15.86,15.74,15.78,49191244.0,122.493226728,128.57,126.61,128.37,36365123.0,382.36,385.28,380.14,383.53,1894453.0,64.7030928763,71.9,68.64,71.23,28612894.0,914.719971,2092.429932
1428649200,15.3442358406,15.79,15.6,15.69,43801947.0,122.734640261,127.21,125.26,125.95,40187953.0,382.65,387.12,381.3151,384.31,2573519.0,65.1078990736,69.2,68.47,68.67,10437909.0,918.669983,2102.060059
1428562800,15.3344748764,15.76,15.53,15.63,44719259.0,122.213187029,126.58,124.66,125.85,32483974.0,383.54,384.42,378.795,380.66,2392328.0,64.7784056572,69.09,67.31,67.42,14169160.0,912.619995,2091.179932
1428476400,15.2368652336,15.74,15.5,15.51,71732476.0,121.286159062,126.4,124.97,125.85,37329243.0,381.2,381.58,374.65,374.66,2636434.0,63.3192205276,67.59,66.93,66.94,15783095.0,907.580017,2081.899902
1428390000,15.0904507695,15.65,15.45,15.53,49566392.0,121.682077257,128.1218,125.98,127.64,35012268.0,374.41,379.31,374.03,376.15,1954902.0,63.3709980645,68.12,67.26,67.72,13947968.0,906.26001,2076.330078
1428303600,15.1392555909,15.6,15.34,15.39,51161893.0,122.976053794,127.51,124.33,124.47,37193975.0,377.04,380.2,369.36,370.1,3050709.0,63.7899254081,67.96,66.18,66.19,11906307.0,907.01001,2080.620117
1427958000,15.1685384837,15.62,15.43,15.43,50443508.0,121.015775905,125.56,124.19,125.03,32220131.0,372.25,373.28,369.0,370.5,1875279.0,63.9876214579,69.61,67.76,69.52,14206170.0,901.099976,2066.959961
1427871600,15.0416459481,15.46,15.25,15.42,73153854.0,119.982525983,125.12,123.1,124.82,40621437.0,370.255,373.16,368.34,372.1,2458095.0,65.3620797091,69.47,68.4505,68.47,10455804.0,898.169983,2059.689941
1427785200,15.0221240196,15.52,15.38,15.5,61333548.0,120.156343727,126.49,124.355,126.09,42090553.0,372.1,377.7,371.51,373.24,2506122.0,65.2773528306,69.54,68.16,68.16,13035272.0,901.98999,2067.889893
1427698800,15.1490165551,15.61,15.4,15.42,70819151.0,122.029712744,126.4,124.0,124.05,47099670.0,374.59,376.12,371.55,371.87,1820933.0,64.8443043405,69.0,67.46,67.74,11404465.0,911.150024,2086.23999
1427439600,14.9440363054,15.49,15.27,15.48,72913154.0,119.01687185,124.7,122.91,124.57,39546151.0,370.56,373.17,366.5734,367.11,2609774.0,63.0979892338,67.93,66.75,67.22,8560377.0,900.190002,2061.02002
1427353200,15.0514069124,15.54,15.26,15.385,76699386.0,119.972869442,124.88,122.6,122.76,47572869.0,367.35,371.4,365.65,369.59,2929962.0,63.2203725027,67.45,65.68,66.54,13835913.0,899.429993,2056.149902
1427266800,15.0416459481,15.65,15.4,15.63,88466042.0,119.142406888,126.82,123.38,126.54,51655177.0,370.96,380.5,370.285,375.17,3429497.0,63.2721500396,68.87,67.2,68.86,11980492.0,901.51001,2061.050049
1427180400,15.2368652336,15.8,15.61,15.73,76599529.0,122.338722067,128.04,126.56,127.23,32842304.0,374.09,375.24,372.27,373.99,2228214.0,64.9337382678,70.2299,68.97,69.99,9964722.0,915.72998,2091.5
1427094000,15.3442358406,15.88,15.72,15.82,72662013.0,122.840862216,127.85,126.52,127.12,37709674.0,375.11,381.77,374.94,378.07,2239343.0,65.9598749073,70.585,69.81,69.92,7700583.0,921.369995,2104.419922
1426834800,15.4613674119,15.93,15.64,15.695,99867679.0,121.575855302,128.4,125.16,128.25,68695136.0,378.49,379.37,375.92,376.29,3763553.0,65.9363396633,70.61,69.79,70.2,22646574.0,922.48999,2108.100098
1426748400,15.2368652336,15.97,15.61,15.96,109092453.0,123.116073644,129.2451,127.4,128.75,45809490.0,373.24,377.11,372.19,373.87,1915671.0,65.7386436135,70.59,69.78,70.23,6959833.0,914.820007,2089.27002
1426662000,15.5980209118,16.1,15.91,16.01,86363525.0,124.057586423,129.16,126.37,127.0,65270945.0,375.135,375.99,366.7,369.97,2654135.0,66.1152075179,70.49,69.06,69.6,10245719.0,919.940002,2099.5
1426575600,15.7053915188,16.12,15.96,16.07,67297458.0,122.676701013,127.32,125.65,125.9,51023104.0,371.92,374.5,369.64,371.11,2036961.0,65.7245224671,70.17,69.21,69.44,11540349.0,909.580017,2074.280029
1426489200,15.7444353759,16.22,15.85,16.11,63374831.0,120.658483876,124.95,122.87,123.88,35874300.0,373.35,373.94,366.72,370.38,2354059.0,65.8986832729,70.03,68.91,69.14,11643352.0,912.950012,2081.189941
1426230000,15.7053915188,16.15,15.94,16.08,88561897.0,119.345194255,125.3951,122.58,124.4,51827283.0,370.58,373.99,366.68,371.52,2611658.0,64.6183659978,69.64,68.32,69.012,13946833.0,901.48999,2053.399902
1426143600,15.7053915188,16.21,15.9,16.05,126376330.0,120.17565681,124.9,121.63,122.31,48362719.0,374.24,375.5,367.52,368.82,2810001.0,65.3055951234,70.55,69.2,70.0,16004288.0,907.0,2065.949951
1426057200,15.7249134474,16.16,15.87,15.92,85531260.0,118.041561176,124.77,122.11,124.75,68938974.0,366.37,373.35,366.26,370.61,2495097.0,66.1528639083,71.7199,70.24,71.52,21690244.0,896.429993,2040.23999
1425970800,15.4125625906,16.13,15.79,16.04,85633552.0,120.233596058,127.22,123.8,126.41,68856582.0,369.51,377.77,369.18,377.45,3120972.0,67.6732406724,74.09,71.86,73.87,29111628.0,899.27002,2044.160034
1425884400,15.783479233,16.33,16.12,16.31,72912722.0,122.773266426,129.57,125.06,127.96,88528487.0,378.56,379.33,375.28,378.4,2311390.0,68.4451966765,72.87,71.64,71.64,12754658.0,915.869995,2079.429932
1425628800,15.8322840544,16.62,16.16,16.41,163207226.0,122.251813195,129.37,126.26,128.4,72842060.0,380.09,387.0,378.88,385.52,2627042.0,67.3155049632,71.69,70.51,70.56,12022148.0,912.0,2071.26001
1425542400,15.6175428404,16.03,15.745,15.92,69509958.0,122.06833891,128.75,125.76,128.58,56517146.0,387.83,388.4182,383.89,385.61,2693518.0,66.7741943506,71.27,70.685,71.2,6955767.0,924.219971,2101.040039
1425456000,15.4613674119,15.98,15.76,15.96,78084858.0,124.125182212,129.56,128.32,129.1,31666340.0,382.72,387.9,382.19,385.71,2259141.0,66.6941745209,71.5,70.561,71.1,8476227.0,924.140015,2098.530029
1425369600,15.6073211635,16.15,15.96,16.03,65627992.0,124.917018601,129.52,128.09,128.96,37816283.0,384.61,386.1,381.601,383.95,1946498.0,67.2213639871,72.49,71.35,72.01,9236352.0,927.679993,2107.780029
1425283200,15.5781304132,16.03,15.715,15.79,71379858.0,124.656291985,130.28,128.3,129.25,48096663.0,385.655,385.9,379.481,380.85,2139205.0,68.3981261884,72.9,71.61,71.8,8979340.0,931.75,2117.389893
1425024000,15.3835254111,15.88,15.62,15.78,130419006.0,124.047929882,130.57,128.24,130.0,62014847.0,380.16,385.99,379.79,384.0,2532309.0,67.8692867591,72.57,71.2,71.81,10297418.0,925.469971,2104.5
1424937600,15.6073211635,16.44,15.9,16.42,161030274.0,125.935783711,130.87,126.61,128.785,91287529.0,384.8,389.37,383.28,384.07,2687107.0,67.4012872642,72.2699,71.61,71.87,9838730.0,928.73999,2110.73999
1424851200,16.0451824181,16.5,16.32,16.37,57200974.0,124.366595745,131.6,128.15,131.56,74711746.0,385.37,387.85,376.54,377.27,3174495.0,67.0924075975,72.23,71.01,71.01,10578052.0,929.429993,2113.860107
1424764800,15.9381496669,16.55,16.25,16.27,74109596.0,127.630506714,133.6,131.17,132.94,69228130.0,378.59,380.48,376.16,378.65,1921850.0,66.8022479106,71.47,70.37,70.74,10131932.0,930.210022,2115.47998
1424678400,15.7630051651,16.32,16.1,16.32,103841653.0,128.431999644,133.0,129.66,130.02,70974110.0,380.14,384.54,378.0,383.44,2176989.0,66.3997683449,71.55,70.36,71.26,8617718.0,926.530029,2109.659912
1424419200,15.9381496669,16.43,16.01,16.14,89731324.0,125.047381909,129.5,128.05,128.62,48948419.0,383.66,383.7,375.84,378.62,3258023.0,66.9426477591,71.72,70.59,70.83,8657328.0,926.630005,2110.300049
1424332800,15.7727354152,16.38,16.08,16.21,83591315.0,124.03827334,129.03,128.33,128.48,37362381.0,378.995,381.88,373.43,373.49,2953752.0,66.4372083045,71.27,70.21,70.23,9785320.0,921.340027,2097.449951
1424246400,15.8603076661,16.56,16.24,16.55,84024165.0,124.294171685,128.78,127.45,127.625,44891737.0,373.37,376.74,372.85,373.78,2650610.0,66.025368749,70.88,70.11,70.34,8097382.0,923.169983,2099.679932
1424160000,16.1814059195,16.68,16.37,16.525,93339898.0,123.439567778,128.88,126.92,127.49,63152405.0,375.43,379.985,372.67,377.72,3673208.0,66.2687284864,70.91,70.46,70.76,8764262.0,924.97998,2100.340088
1423814400,16.1619454193,16.79,16.54,16.73,93632718.0,122.715327178,127.28,125.65,127.28,54272219.0,381.83,383.0,377.01,378.41,3475069.0,66.3436084055,70.93,70.27,70.49,8050179.0,923.429993,2096.98999
1423728000,16.2203269199,16.73,16.37,16.41,116394126.0,122.116621616,127.48,125.57,126.06,74474466.0,377.17,378.51,373.15,375.1,2791050.0,65.8849689005,70.39,69.56,69.58,12798277.0,919.690002,2088.47998
1423641600,15.9186891667,16.45,16.21,16.33,99884358.0,120.590888087,124.92,122.5,122.77,73561797.0,375.14,377.1,371.1,371.23,2786523.0,65.7164890823,70.9518,70.0,70.57,13439345.0,910.97998,2068.530029
1423555200,15.9770706674,16.62,16.35,16.56,100322839.0,117.829117267,122.15,120.16,120.17,62008506.0,372.995,374.3,368.51,371.19,2287232.0,65.7632890318,70.455,68.83,69.09,36081176.0,909.72998,2068.590088
1423468800,15.9089589166,16.5,16.25,16.35,95520604.0,115.608112762,119.84,118.43,118.55,38889797.0,370.56,374.41,367.2,371.0,2724630.0,62.8148922135,68.96,66.96,68.16,15651094.0,900.710022,2046.73999
1423209600,16.0451824181,16.75,16.22,16.3,160764889.0,114.845245997,120.25,118.45,120.02,43706567.0,374.28,375.9899,371.01,374.87,3892382.0,62.1035329812,67.95,66.07,67.81,11779472.0,904.059998,2055.469971
1423123200,15.5392094128,16.09,15.9,15.98,92166071.0,115.820556671,120.23,119.25,120.02,42246245.0,373.89,378.8,365.9,366.0,7247605.0,63.6011313651,67.99,66.79,67.17,10650494.0,906.02002,2062.52002
1423036800,15.3640649109,16.0,15.75,15.79,83814535.0,115.002954535,120.51,118.309,118.5,70149743.0,364.75,367.5,358.23,358.38,4169927.0,62.6744923651,67.71,66.12,66.59,13089575.0,897.119995,2041.51001
1422950400,15.4613674119,15.93,15.61,15.62,105159425.0,114.127639308,119.09,117.61,118.5,51915749.0,363.55,367.817,360.21,360.29,6212565.0,62.6744923651,67.04,65.48,65.78,16354186.0,900.919983,2050.030029
1422864000,15.0429666576,15.49,15.12,15.27,101557039.0,114.10840161,119.17,116.08,118.05,62739100.0,364.47,365.0,350.01,350.05,10231914.0,61.3360138095,65.9299,62.26,62.49,21130636.0,888.309998,2020.849976
1422604800,14.7413289044,15.47,15.15,15.23,99755260.0,112.694430858,120.0,116.85,118.4,83745461.0,354.53,359.5,340.74,346.32,23856060.0,58.4624969104,64.01,62.39,63.04,26407796.0,875.799988,1994.98999
1422518400,15.0137759073,15.49,15.2,15.31,76055669.0,114.368110524,119.19,115.56,116.32,84436432.0,311.78,312.8,299.33,304.73,8656567.0,59.613775668,65.69,62.47,65.51,47115329.0,886.359985,2021.25
1422432000,14.7899801549,15.73,15.18,15.72,105298688.0,110.914943857,118.12,115.31,117.625,146477063.0,303.91,311.51,303.8,309.81,3063774.0,66.4465682944,72.5,70.85,72.5,15722069.0,877.460022,2002.160034
1422345600,15.2083809093,15.79,15.48,15.55,86184227.0,104.980114236,112.48,109.03,112.42,95568749.0,306.75,310.243,302.625,306.3,2920315.0,67.1766475066,72.495,70.945,71.9,11398770.0,888.98999,2029.550049
1422259200,15.4224464115,15.93,15.7,15.72,69948779.0,108.789178303,114.3626,112.8,113.74,55614979.0,309.66,313.0,307.5201,311.82,3169665.0,67.9628866581,72.9,71.715,72.17,9203712.0,904.51001,2057.090088
1422000000,15.3056834103,16.19,15.73,16.04,103268518.0,108.67375212,113.75,111.53,112.3,46464828.0,312.39,316.93,307.72,308.08,4496419.0,67.5557270975,72.35,71.43,72.01,8142053.0,903.140015,2051.820068
1421913600,15.655972414,16.19,15.43,15.55,183015219.0,108.115858898,112.47,109.72,110.26,53796409.0,310.32,312.25,300.0,300.0,5362640.0,67.3030073702,72.09,70.84,71.86,10450061.0,908.880005,2063.149902
1421827200,14.9943154071,15.57,15.15,15.28,100658196.0,105.37448703,111.06,108.27,108.95,48575897.0,297.25,306.0,287.26,289.64,10065076.0,67.0081676884,72.61,69.95,70.28,17008909.0,894.5,2032.119995
1421740800,14.8483616555,15.63,15.2,15.59,123048254.0,104.576122592,108.9667,106.5,107.84,49899907.0,289.44,293.3599,286.39,292.59,3075081.0,67.8412067894,73.21,71.18,71.75,12036676.0,891.609985,2022.550049
1421395200,14.9651246568,15.4,14.97,15.16,149802031.0,101.950176909,107.58,105.2,107.03,78513345.0,290.74,290.79,285.25,286.28,3478176.0,66.7273679914,71.43,70.12,70.85,12372285.0,889.799988,2019.420044
1421308800,14.7899801549,15.76,15.15,15.59,193140606.0,102.748541347,110.06,106.66,110.0,60013996.0,286.95,295.9995,286.815,294.0,4419196.0,66.8116079005,72.59,71.045,72.26,10858404.0,878.330017,1992.670044
1421222400,15.6073211635,16.215,15.77,16.0,164685486.0,105.614958247,110.49,108.5,109.04,48956588.0,293.27,295.91,286.503,291.93,5538666.0,67.597847052,73.0,71.44,72.46,13203501.0,887.359985,2011.27002
1421136000,16.0062614177,16.89,16.32,16.82,102036015.0,106.01894989,112.8,108.91,111.43,67091928.0,294.74,301.4976,293.23,297.48,4136442.0,68.2998462945,75.05,72.55,73.96,12584518.0,892.929993,2023.030029
1421049600,16.23005717,17.03,16.66,17.025,92704852.0,105.085921571,112.63,108.8,112.6,49650790.0,291.41,298.51,289.281,297.56,3421392.0,68.8614456884,74.3799,72.88,74.14,8749315.0,895.23999,2028.26001
1420790400,16.5219646731,17.38,16.95,17.38,82933457.0,107.7407238,113.25,110.21,112.67,53315099.0,296.93,302.87,296.68,301.48,2570947.0,69.6570448299,74.87,73.64,74.57,8965292.0,902.130005,2044.810059
1420704000,16.8236024262,17.34,17.1,17.16,73310178.0,107.625297616,112.15,108.7,109.23,59364547.0,300.46,303.14,296.11,300.32,3088398.0,69.736604744,75.3,74.14,74.3,10937230.0,909.869995,2062.139893
1420617600,16.4830436727,17.18,16.87,17.14,104563015.0,103.643094272,108.2,106.695,107.2,40105934.0,298.42,301.28,295.33,297.5,2640349.0,69.0112055268,74.47,72.96,73.37,10030724.0,893.599976,2025.900024
1420531200,16.4052016718,17.44,16.78,17.42,144847119.0,102.209885823,107.43,104.63,106.54,65797116.0,295.29,303.0,292.38,302.24,3519034.0,68.2156063854,74.61,72.74,73.86,11093997.0,883.960022,2002.609985
1420444800,16.9111746771,17.81,17.29,17.785,105605485.0,102.200266974,108.65,105.41,108.29,64285491.0,302.19,308.38,300.85,307.01,2774231.0,69.1984053248,74.5,73.63,73.71,12042759.0,891.039978,2020.579956
1420185600,17.4171476824,18.03,17.6801,17.99,48915838.0,105.16287236,111.44,107.35,111.39,53204626.0,308.52,314.75,306.9601,312.58,2788101.0,69.5260049713,74.8699,73.75,74.51,6667808.0,907.5,2058.199951
1420012800,17.4074174323,18.21,17.89,18.19,57819572.0,106.172851469,113.13,110.21,112.82,41403351.0,310.35,312.98,310.01,311.55,2057766.0,69.5728049208,75.41,74.31,75.21,7763541.0,908.380005,2058.899902
1419926400,17.6409434348,18.18,18.01,18.04,41433523.0,108.231285081,113.92,112.11,113.64,29881477.0,310.3,313.94,309.34,309.91,2093023.0,70.2186442238,75.37,74.7,74.75,6131748.0,918.119995,2080.350098
1419840000,17.6214829346,18.19,17.91,17.97,58370887.0,109.568305045,114.77,113.7,113.79,27598920.0,312.04,314.27,306.58,307.85,3009046.0,70.1858842592,75.6,74.83,75.0,5959797.0,922.190002,2090.570068
1419580800,17.4949896833,18.05,17.95,18.02,34324407.0,109.645255834,114.52,112.01,112.1,33720951.0,309.09,310.7799,303.81,305.0,2893801.0,70.7802436178,75.72,75.0,75.09,4986723.0,922.47998,2088.77002
1419408000,17.4949896833,18.1,17.92,17.965,35091254.0,107.7407238,112.71,112.01,112.58,14479611.0,303.03,307.0,302.875,306.38,1518107.0,69.8816845874,75.15,74.64,74.69,3801420.0,919.369995,2081.879883
1419321600,17.4463384327,17.99,17.78,17.83,94340090.0,108.250522779,113.33,112.46,113.23,26028419.0,306.285,307.49,303.252,306.98,2718359.0,69.825524648,75.12,74.48,74.61,6405842.0,919.960022,2082.169922
1419235200,17.2322729305,17.73,17.55,17.65,70912446.0,108.635276725,113.49,111.97,112.16,45167549.0,306.54,307.36,301.94,301.94,4003827.0,69.7880846885,74.655,73.45,73.58,9074214.0,918.570007,2078.540039
1418976000,17.1447006796,17.7,17.49,17.49,105588213.0,107.519490281,113.24,111.66,112.26,88429770.0,299.9,301.54,295.52,296.91,8709129.0,68.7304058298,73.73,73.17,73.29,16332011.0,915.22998,2070.649902
1418889600,17.0571284287,17.53,17.34,17.47,79264648.0,108.356330114,112.65,110.66,111.87,59006218.0,297.73,304.5,293.25,304.01,7738067.0,68.6648859005,73.36,72.61,73.28,8864577.0,911.51001,2061.22998
1418803200,16.7944116759,17.27,16.82,16.87,92164082.0,105.239823149,109.84,106.82,107.12,53411773.0,298.88,299.67,293.03,296.37,4433505.0,67.5884870621,72.37,70.14,70.42,11423442.0,888.669983,2012.890015
1418716800,16.2689781704,17.19,16.59,16.74,96000647.0,102.676399982,110.16,106.26,106.37,60790733.0,295.06,304.49,295.01,304.35,6501252.0,65.8100889813,71.78,70.08,70.21,11499426.0,871.679993,1972.73999
1418630400,16.3954714217,17.31,16.76,17.3,101305256.0,104.099989583,111.6,106.35,110.7,67218082.0,306.07,310.86,302.15,308.87,3841577.0,65.8662489207,71.42,69.59,70.85,11016109.0,879.659973,1989.630005
1418371200,16.6679184246,17.45,17.13,17.37,88836682.0,105.547626306,111.87,109.58,110.46,56028138.0,307.32,310.6399,303.01,303.99,3162322.0,66.0674887035,71.81,70.58,71.63,8351609.0,885.880005,2002.329956
1418284800,16.9987469281,17.65,17.44,17.44,80139049.0,107.365588702,113.8,111.34,112.26,41471578.0,307.36,312.64,306.01,307.89,3272919.0,67.3825672844,72.77,71.565,71.73,9502633.0,901.190002,2035.329956
1418198400,16.9111746771,17.68,17.37,17.48,103574081.0,107.683010708,114.85,111.54,114.41,44565318.0,305.84,313.19,304.68,312.0,3245890.0,66.9239277793,73.0,71.21,72.82,9059334.0,897.619995,2026.140015
1418112000,17.086319179,17.59,17.17,17.175,95939373.0,109.770300866,114.3,109.35,110.19,60208036.0,312.5,313.639,301.14,302.99,4049506.0,68.3326062591,73.205,71.86,71.96,7548447.0,911.77002,2059.820068
1418025600,17.18362168,17.87,17.51,17.66,100987510.0,108.115858898,114.648,111.62,114.1,57664850.0,306.64,316.56,304.821,311.57,3639180.0,67.9628866581,73.51,72.21,73.22,7201681.0,912.97998,2060.310059
1417766400,17.2030821802,17.71,17.35,17.41,131823990.0,110.616759548,116.08,114.64,115.99,38318895.0,312.63,316.93,310.84,316.8,3265214.0,68.6742458904,73.9099,73.01,73.01,6588577.0,919.659973,2075.370117
1417680000,16.7457604254,17.34,17.13,17.24,49761358.0,111.088083132,117.2,115.29,115.77,42155776.0,316.93,318.59,313.47,315.53,3296642.0,68.6461659207,74.34,72.93,74.24,9436300.0,917.75,2071.919922
1417593600,16.8236024262,17.3,17.06,17.1,70104217.0,111.511312473,116.35,115.11,115.75,43063440.0,316.5,326.77,314.36,325.73,5689904.0,69.6102448804,74.84,73.44,73.63,13143718.0,918.619995,2074.330078
1417507200,16.6392607618,17.15,16.86,16.87,62945173.0,110.260862148,115.75,112.75,113.5,59348940.0,326.31,327.93,323.25,327.5,2790257.0,68.627445941,73.49,71.35,71.81,17181845.0,916.580017,2066.550049
1417420800,16.2899818187,16.94,16.73,16.92,61173148.0,110.684091489,119.25,111.27,118.81,83814037.0,326.0,340.64,325.93,338.12,4944861.0,67.1953674864,72.66,71.285,72.46,9474292.0,910.73999,2053.439941
1417161600,16.5325366403,17.15,17.03,17.07,27834925.0,114.39696707,119.4,118.05,119.27,24814402.0,338.64,341.26,336.03,336.03,3051798.0,68.2343263652,73.0,72.07,72.51,5817870.0,916.23999,2067.560059
1416988800,16.6004519903,17.15,17.04,17.12,27358440.0,114.464299011,119.1,117.83,117.94,40831886.0,333.57,334.65,331.75,333.78,1985949.0,67.6352870116,72.35,71.6207,71.66,7006488.0,918.380005,2072.830078
